  0.0000000E+00  1.0460000E+03
  5.0025014E-04  2.5348775E+02
  1.0005003E-03  2.0769903E+01
  1.5007504E-03  2.9810547E+02
  2.0010006E-03  2.2138562E+02
  2.5012507E-03  1.6366336E+02
  3.0015009E-03  5.7064571E+01
  3.5017510E-03  1.2740506E+02
  4.0020011E-03  1.1652723E+02
  4.5022513E-03  1.2275099E+02
  5.0025014E-03  6.0122733E+00
  5.5027516E-03  5.2207024E+01
  6.0030017E-03  2.5353569E+01
  6.5032518E-03  6.5753273E+01
  7.0035020E-03  5.3340111E+01
  7.5037521E-03  8.4385696E+01
  8.0040023E-03  9.4918953E+01
  8.5042529E-03  7.4636589E+01
  9.0045026E-03  5.1736671E+01
  9.5047522E-03  5.0496841E+01
  1.0005003E-02  3.8457409E+01
  1.0505253E-02  3.7628288E+01
  1.1005503E-02  8.8707695E+00
  1.1505753E-02  2.4825171E+01
  1.2006003E-02  5.9397671E+01
  1.2506254E-02  2.5863068E+01
  1.3006504E-02  6.7225380E+01
  1.3506753E-02  9.9101837E+01
  1.4007004E-02  6.2900101E+01
  1.4507255E-02  4.6159962E+01
  1.5007504E-02  6.0616409E+01
  1.5507754E-02  8.0151474E+01
  1.6008005E-02  7.9485504E+01
  1.6508255E-02  6.8802277E+01
  1.7008506E-02  5.0607117E+01
  1.7508755E-02  2.8963709E+01
  1.8009005E-02  1.8266153E+01
  1.8509256E-02  2.6956543E+01
  1.9009504E-02  3.5533623E+01
  1.9509755E-02  2.0791269E+01
  2.0010006E-02  2.0058296E+01
  2.0510256E-02  5.7194878E+01
  2.1010507E-02  3.9218391E+01
  2.1510756E-02  1.0353866E+01
  2.2011006E-02  1.9564255E+01
  2.2511257E-02  1.4938932E+01
  2.3011506E-02  7.4919235E+01
  2.3511756E-02  1.9934555E+01
  2.4012007E-02  4.2967209E+01
  2.4512257E-02  5.9058613E+01
  2.5012508E-02  3.1293861E+01
  2.5512757E-02  9.1374458E+01
  2.6013007E-02  3.4690449E+01
  2.6513258E-02  6.1807034E+01
  2.7013507E-02  3.1212711E+01
  2.7513757E-02  3.0092857E+01
  2.8014008E-02  2.5245951E+01
  2.8514259E-02  4.1568054E+01
  2.9014509E-02  2.4296778E+01
  2.9514758E-02  3.1640793E+01
  3.0015009E-02  3.9219147E+01
  3.0515259E-02  4.2976376E+01
  3.1015508E-02  3.3924450E+01
  3.1515758E-02  2.8673981E+01
  3.2016009E-02  2.0004700E+01
  3.2516260E-02  2.6324677E+01
  3.3016510E-02  2.7805155E+01
  3.3516761E-02  2.0245972E+01
  3.4017012E-02  1.7995647E+01
  3.4517258E-02  1.6107445E+01
  3.5017509E-02  3.6478886E+01
  3.5517760E-02  1.3318575E+01
  3.6018010E-02  1.3374461E+01
  3.6518261E-02  5.1165290E+00
  3.7018511E-02  6.9829893E+00
  3.7518762E-02  2.0742331E+01
  3.8019009E-02  1.3281310E+01
  3.8519260E-02  1.1493859E+01
  3.9019510E-02  1.0241913E+01
  3.9519761E-02  3.0855452E+01
  4.0020011E-02  4.1993660E+01
  4.0520262E-02  1.4191746E+01
  4.1020513E-02  2.3063272E+01
  4.1520763E-02  1.6609558E+01
  4.2021014E-02  1.6234783E+01
  4.2521261E-02  1.7762167E+01
  4.3021511E-02  4.1844097E+01
  4.3521762E-02  2.7034599E+01
  4.4022013E-02  9.4968853E+00
  4.4522263E-02  8.5478010E+00
  4.5022514E-02  2.4644711E+01
  4.5522764E-02  1.7942211E+01
  4.6023011E-02  1.5008615E+01
  4.6523262E-02  2.4606071E+01
  4.7023512E-02  1.3504437E+01
  4.7523763E-02  1.9654741E+01
  4.8024014E-02  2.6824581E+01
  4.8524264E-02  2.3906778E+01
  4.9024515E-02  1.4631340E+01
  4.9524765E-02  1.7921129E+01
  5.0025016E-02  1.4833574E+01
  5.0525263E-02  2.7198286E+01
  5.1025514E-02  1.2152168E+01
  5.1525764E-02  2.1999474E+00
  5.2026015E-02  8.9110804E+00
  5.2526265E-02  7.3684225E+00
  5.3026516E-02  2.1696293E+01
  5.3526767E-02  2.1734377E+01
  5.4027013E-02  1.2871905E+01
