  5.0025014E-04  5.2406172E+03
  1.0005003E-03  4.8157034E+00
  1.5007504E-03  6.7967466E+03
  2.0010006E-03  3.6916677E+03
  2.5012507E-03  1.6329165E+03
  3.0015009E-03  2.2070004E+02
  3.5017510E-03  1.4907448E+03
  4.0020011E-03  9.8707086E+02
  4.5022513E-03  8.6247131E+02
  5.0025014E-03  1.1702767E+02
  5.5027516E-03  2.7936859E+02
  6.0030017E-03  6.1389851E+01
  6.5032518E-03  7.2394800E+02
  7.0035020E-03  1.1203820E+03
  7.5037521E-03  5.8456830E+02
  8.0040023E-03  6.9878540E+02
  8.5042529E-03  5.4956818E+02
  9.0045026E-03  2.9638922E+02
  9.5047522E-03  1.1384543E+02
  1.0005003E-02  9.5669960E+01
  1.0505253E-02  2.4713748E+02
  1.1005503E-02  2.9178938E+01
  1.1505753E-02  4.1231796E+01
  1.2006003E-02  2.3212888E+02
  1.2506254E-02  3.6373421E+01
  1.3006504E-02  3.7977008E+02
  1.3506753E-02  8.6326624E+02
  1.4007004E-02  3.9586697E+02
  1.4507255E-02  1.6142317E+02
  1.5007504E-02  3.3532761E+02
  1.5507754E-02  4.8611609E+02
  1.6008005E-02  4.3033939E+02
  1.6508255E-02  4.1971762E+02
  1.7008506E-02  1.5744148E+02
  1.7508755E-02  6.6293839E+01
  1.8009005E-02  1.6749920E+01
  1.8509256E-02  2.6081421E+01
  1.9009504E-02  5.6500401E+01
  1.9509755E-02  5.4899017E+01
  2.0010006E-02  4.2891747E+01
  2.0510256E-02  3.0290488E+02
  2.1010507E-02  1.5781218E+02
  2.1510756E-02  4.3005276E+00
  2.2011006E-02  8.4556599E+00
  2.2511257E-02  6.1521621E+00
  2.3011506E-02  3.7572162E+02
  2.3511756E-02  3.0304811E+01
  2.4012007E-02  1.1088120E+02
  2.4512257E-02  2.4233794E+02
  2.5012508E-02  5.1830013E+01
  2.5512757E-02  6.0208368E+02
  2.6013007E-02  8.5635368E+01
  2.6513258E-02  2.9867392E+02
  2.7013507E-02  7.9526260E+01
  2.7513757E-02  5.7791862E+01
  2.8014008E-02  4.4849026E+01
  2.8514259E-02  1.1239242E+02
  2.9014509E-02  4.2086403E+01
  2.9514758E-02  7.3882202E+01
  3.0015009E-02  1.6688132E+02
  3.0515259E-02  1.5886475E+02
  3.1015508E-02  7.8293930E+01
  3.1515758E-02  5.4047424E+01
  3.2016009E-02  1.8956732E+01
  3.2516260E-02  5.2154770E+01
  3.3016510E-02  4.7317062E+01
  3.3516761E-02  3.3541950E+01
  3.4017012E-02  3.9735676E+01
  3.4517258E-02  1.1349860E+01
  3.5017509E-02  1.2633046E+02
  3.5517760E-02  8.0359764E+00
  3.6018010E-02  3.1586233E+01
  3.6518261E-02  5.5322943E+00
  3.7018511E-02  8.1774014E-01
  3.7518762E-02  4.4313427E+01
  3.8019009E-02  2.0147451E+01
  3.8519260E-02  2.9124990E+00
  3.9019510E-02  6.2416501E+00
  3.9519761E-02  5.3051708E+01
  4.0020011E-02  1.0930805E+02
  4.0520262E-02  2.2785143E+01
  4.1020513E-02  6.1228374E+01
  4.1520763E-02  1.3213189E+01
  4.2021014E-02  2.7826199E+01
  4.2521261E-02  2.4323002E+01
  4.3021511E-02  1.5574924E+02
  4.3521762E-02  5.9013710E+01
  4.4022013E-02  8.3210621E+00
  4.4522263E-02  2.7229424E+00
  4.5022514E-02  4.4812191E+01
